stars,cleaned_text,sentiment
1,"['useless', 'usual', 'delivered', 'wrong', 'f', 'took', 'hr', 'saying', 'would', 'ceo', 'shut', 'sitting', 'mansion', 'getting', 'spoon', 'bunch', 'c', 'sthis', 'pizza', 'hut', 'btw']",negative
5,"['ordering', 'easy', 'food', 'delivered', 'promptly', 'hot', 'driver', 'polite', 'friendly', 'pleased', 'service']",positive
5,"['promo', 'code', 'easy', 'apply', 'app', 'easy', 'fast', 'navigate', 'delivery', 'driver', 'fast', 'polite']",positive
1,"['food', 'last', 'minute', 'cancelled', 'saying', 'didnt', 'pay', 'full', 'amount', 'cash', 'even', 'received', 'bummer', 'first', 'never', 'gon', 'na', 'use']",negative
1,"['look', 'get', 'food', 'ok', 'luck', 'right', 'good', 'expect', 'able', 'speak', 'anyone', 'anything', 'go', 'wrong', 'might', 'get', 'refunded', 'try', 'cancelling', 'one', 'good', 'luck', 'customer', 'service', 'could', 'compete', 'worst', 'ever', 'encountered', 'get', 'bad']",negative
1,"['fine', 'anything', 'go', 'wrong', 'especially', 'error', 'email', 'address', 'manned', 'say', 'phone', 'number', 'customer', 'service', 'online', 'stop', 'responding', 'giving', 'blanket', 'opaque', 'reply', 'deliveroo', 'justeat', 'far', 'better', 'customer', 'service', 'key', 'dealing', 'food', 'thing', 'go', 'wrong']",negative
1,"['theyve', 'turned', 'inconvenient', 'scam', 'given', 'benefit', 'doubt', 'many', 'time', 'happens', 'often', 'absolutely', 'cancer', 'disability', 'caused', 'inconvenience', 'know']",negative
1,"['waste', 'time', 'money', 'always', 'problem', 'solution', 'get', 'wrong', 'item', 'waiting', 'day', 'respond', 'brakefast', 'answer', 'evning', 'go', 'self', 'local', 'buy', 'loccaly', 'waste', 'time']",negative
1,"['last', 'november', 'staying', 'night', 'radison', 'hotel', 'manchester', 'airport', 'placed', 'kfc', 'gave', 'clear', 'instruction', 'drop', 'food', 'phone', 'call', 'asking', 'atbthe', 'main', 'door', 'instruction', 'said', 'would', 'driver', 'ranted', 'hung', 'find', 'driver', 'go', 'eat', 'hotel', 'made', 'charge', 'back', 'returned', 'short', 'later', 'noticed', 'reversed', 'removed', 'account', 'dispute', 'transaction', 'day', 'ago', 'noticed', 'message', 'saying', 'need', 'pay', 'make', 'tell', 'thi', 'yer', 'shove', 'joke']",negative
5,"['food', 'arrived', 'correctly', 'relatively', 'quickly', 'burger', 'king', 'first', 'stop', 'microwave', 'best', 'thing', 'fry', 'good', 'selection', 'restaurant']",positive
1,"['priority', 'service', 'paid', 'requested', 'said', 'delivery', 'min', 'delivery', 'would', 'better', 'phone', 'go', 'pickup', 'never', 'use']",negative
5,"['quick', 'efficient', 'food', 'arrived']",positive
5,"['timely', 'efficient', 'easy', 'convenient']",positive
5,"['quick', 'efficient', 'courteous', 'delivery', 'food', 'great']",positive
5,"['marketing', 'summer', 'finally', 'took', 'generous', 'offer', 'food', 'delivered', 'extremely', 'easy', 'time', 'driver', 'extraordinary', 'ca', 'wait', 'stuck', 'home', 'like', 'blessing']",positive
5,"['excelent', 'application', 'recommendation']",positive
5,"['food', 'arrived', 'record', 'time', 'hot', 'yummy', 'delivery', 'man', 'best', 'great', 'experience', 'certainly', 'use', 'alot']",positive
1,"['work', 'company', 'dealing', 'customer', 'support', 'absolute', 'joke', 'spent', 'hour', 'trying', 'get', 'something', 'settled', 'got', 'disconnected', 'twice', 'gave', 'waste', 'time', 'company', 'constantly', 'get', 'mile', 'away', 'base', 'pay', 'tip', 'tried', 'set', 'get', 'absurd', 'request', 'got', 'nowhere', 'get', 'rated', 'often', 'accept', 'constantly', 'get', 'negative', 'mark', 'wanting', 'drive', 'hour', 'round', 'trip']",negative
5,"['super', 'fast', 'deliverer', 'friendly', 'reasonably', 'priced']",positive
1,"['spendt', 'dollar', 'dinner', 'opened', 'bag', 'saw', 'soup', 'spilled', 'see', 'till', 'tried', 'eat', 'rest', 'soup', 'spilled', 'everything', 'else', 'soggy', 'soup', 'website', 'make', 'difficult', 'complain', 'want', 'picture', 'since', 'big', 'mess', 'took', 'picture', 'let', 'upload', 'one', 'upload', 'cleaned', 'mess', 'figured', 'try', 'later', 'phone', 'number', 'website', 'called', 'restaurant', 'gave', 'number', 'number', 'connected', 'customer', 'service', 'explained', 'gave', 'corporate', 'smily', 'understand', 'b', 'end', 'said', 'send', 'picture', 'food', 'bcs', 'exhausted', 'clean', 'drippy', 'mess', 'take', 'garbage', 'wo', 'atract', 'bug', 'mouse', 'expect', 'spend', 'time', 'diddling', 'computer', 'never', 'ever', 'ubereats']",negative
1,"['horrific', 'driver', 'delivered', 'completely', 'wrong', 'complex', 'call', 'driver', 'function', 'app', 'connect', 'driver', 'repeated', 'attempt', 'call', 'centre', 'help', 'asked', 'speak', 'manager', 'wrongful', 'action', 'agent', 'said', 'manager', 'say', 'thing']",negative
1,"['overpriced', 'horrible', 'customer', 'care', 'purchase', 'dinner', 'family', 'half', 'arrives', 'refund', 'item', 'missing', 'enough', 'still', 'purchase', 'family', 'dinner', 'cost', 'double', 'inflated', 'fee', 'pay', 'double', 'delivery', 'item', 'arrive']",negative
1,"['title', 'disappointing', 'experience', 'eatsrating', 'loyal', 'user', 'app', 'recent', 'experience', 'left', 'extremely', 'disappointed', 'food', 'eagerly', 'awaited', 'arrival', 'receive', 'immediately', 'contacted', 'customer', 'support', 'hoping', 'quick', 'resolution', 'dismay', 'request', 'refund', 'denied', 'unacceptable', 'customer', 'expect', 'food', 'arrive', 'right', 'condition', 'confidence', 'issue', 'promptly', 'lack', 'support', 'refusal', 'refund', 'cold', 'meal', 'left', 'sour', 'taste', 'mouth', 'disheartening', 'see', 'decline', 'quality', 'service', 'platform', 'used', 'rely', 'hope', 'take', 'feedback', 'seriously', 'work', 'improving', 'customer', 'service', 'quality', 'control', 'meantime', 'exploring', 'food', 'delivery', 'option', 'prioritize', 'customer', 'satisfaction', 'ubereatsreview', 'coldfood', 'customerserviceissues']",negative
1,"['pizza', 'option', 'tyme', 'clearly', 'selected', 'receipt', 'show', 'arrived', 'covered', 'tyme', 'like', 'customer', 'service', 'would', 'issue', 'compensation', 'whatsoever', 'budging', 'east', 'deliveroo', 'getting', 'mine', 'family', 'business']",negative
5,"['definitely', 'best', 'hand', 'roll', 'town', 'fish', 'fresh', 'ingredient', 'really', 'tasty', 'liked', 'crunchy', 'side', 'seaweed', 'favorite', 'spicy', 'tuna', 'hye', 'salmon', 'truffle', 'highly', 'recommended']",positive
5,"['thank', 'dollar', 'promotion', 'gift', 'im', 'happy', 'able', 'used', 'everything', 'super', 'easy', 'fast', 'delivered', 'time']",positive
5,"['ubereats', 'best', 'clear', 'open', 'especially', 'like', 'uberone', 'subscription', 'save', 'alot', 'money', 'discount', 'food', 'delivery', 'ubereats', 'driver', 'mostly', 'polite', 'friendly', 'best', 'time', 'one', 'incident', 'shared', 'meal', 'mcdonalds', 'nugget', 'included', 'till', 'day', 'never', 'able', 'rectify', 'would', 'recommend']",positive
1,"['food', 'delivered', 'late', 'cold', 'dumped', 'footpath', 'outside', 'porch', 'door', 'rain', 'cctv', 'show', 'driver', 'never', 'bothered', 'try', 'open', 'door', 'ring', 'doorbell', 'knock', 'phoned', 'customer', 'service', 'said', 'problem', 'contact', 'restaurant', 'shameful']",negative
5,"['driver', 'professional', 'nice']",positive
1,"['food', 'ruined', 'even', 'get', 'hold', 'rude', 'customer', 'service', 'refund', 'nothing', 'never', 'use']",negative
1,"['pathetic', 'joke', 'organisation', 'tried', 'breakfast', 'time', 'got', 'error', 'something', 'went', 'wrong', 'every', 'time', 'checked', 'bank', 'find', 'failed', 'pending', 'bank', 'account', 'nothing', 'still', 'tried', 'take', 'money', 'time', 'way', 'get', 'touch', 'joke', 'organisation', 'intentionally', 'make', 'impossible', 'get', 'touch', 'resolve', 'issue', 'left', 'star', 'start', 'option', 'get', 'away', 'customer', 'service']",negative
5,"['quick', 'easy', 'food', 'hit', 'right', 'mcdonald', 'orlando', 'fl']",positive
5,"['convenient', 'handy', 'easy', 'grab', 'lunch', 'without', 'driving', 'outside', 'heat', 'buy', 'lunch', 'nice']",positive
3,"['initial', 'cancelled', 'without', 'solid', 'communication', 'hour', 'late', 'called', 'restaurant', 'told', 'confusing', 'first', 'time', 'user', 'fee', 'higher', 'expected', 'food', 'favorite', 'mexican', 'place', 'participates', 'excellent', 'reorder', 'went', 'went', 'well']",neutral
5,"['delivery', 'timely', 'driver', 'professional', 'communication', 'great']",positive
5,"['quality', 'food', 'timeliness', 'delivery']",positive
5,"['used', 'use', 'doordash', 'anymore', 'price', 'better', 'delivery', 'driver', 'keep', 'touch', 'bye', 'bye', 'doordash']",positive
5,"['driver', 'fabulous', 'responded', 'message', 'able', 'deliver', 'easily', 'hotel', 'room', 'food', 'delicious', 'hot', 'appreciated', 'discount']",positive
5,"['restaurant', 'wanted', 'easy', 'ordering', 'quick', 'delivery']",positive
5,"['food', 'delivered', 'quickly', 'left', 'exactly', 'instructed']",positive
5,"['im', 'happy', 'deal', 'ignore', 'problem', 'one', 'deal', 'asap', 'definitely', 'continue', 'use', 'ubereats']",positive
1,"['worst', 'customer', 'service', 'ever', 'food', 'arrive', 'kept', 'checking', 'app', 'got', 'drop', 'call', 'try', 'call', 'back', 'app', 'said', 'failed', 'deliver', 'still', 'got', 'charged', 'try', 'contact', 'luck', 'send', 'message', 'wait', 'next', 'day', 'went', 'restaurant', 'late', 'go', 'day', 'another', 'meal', 'else', 'got', 'delivered', 'fine', 'anyways', 'went', 'restaurant', 'said', 'sorry', 'driver', 'bring', 'back', 'food', 'probably', 'eat', 'said', 'need', 'refund', 'refused', 'basically', 'paid', 'driver', 'meal', 'robbed', 'want', 'anything', 'help']",negative
5,"['simple', 'fast', 'driver', 'keep', 'good', 'communication', 'even', 'going', 'far', 'keeping', 'u', 'know', 'exact', 'flavor', 'ben', 'jerry', 'wanted', 'unavailable', 'sent', 'picture', 'available', 'waited', 'could', 'make', 'mind', 'would', 'definitely', 'give']",positive
1,"['delivery', 'driver', 'pick', 'bag', 'food', 'got', 'drink', 'driver', 'accept', 'responsibility', 'restaurant', 'said', 'resolve', 'tried', 'get', 'hour', 'eventually', 'got', 'got', 'refund', 'day', 'food', 'bean', 'toast']",negative
5,"['worked', 'great', 'u', 'difficult', 'situation', 'outpatient', 'surgery', 'city', 'hour', 'home', 'allowed', 'outside', 'contact', 'surgery', 'went', 'recheck', 'next', 'day', 'used', 'ubereats', 'quick', 'delivery', 'motel', 'lobby', 'hubby', 'picked', 'lobby', 'thanks']",positive
5,"['worked', 'expected']",positive
1,"['pret', 'missing', 'mango', 'smooth', 'crayfish', 'avocado', 'salad', 'worth', 'together', 'value', 'missing', 'eat', 'refusing', 'refund']",negative
1,"['bought', 'online', 'gift', 'voucher', 'friend', 'activate', 'gift', 'cardwe', 'trying', 'week', 'either', 'get', 'credit', 'activated', 'money', 'refunded', 'without', 'success', 'customer', 'service', 'person', 'cut', 'u', 'providing', 'solution', 'work', 'extremely', 'embarrassing', 'supposed', 'nice', 'gift', 'friend']",negative
1,"['completely', 'useless', 'usual', 'decided', 'bother', 'always', 'late', 'cold', 'customer', 'service', 'non', 'existent']",negative
2,"['five', 'minute', 'drive', 'km', 'recent', 'took', 'hour', 'get', 'picked', 'submitted', 'way', 'cancel', 'would', 'preferred', 'go', 'deliver', 'easy', 'reason', 'restaurant', 'offer', 'option']",negative
1,"['food', 'drink', 'mcdonald', 'via', 'app', 'arrived', 'daughter', 'complained', 'diet', 'coke', 'tasted', 'weird', 'drank', 'coke', 'hit', 'smell', 'first', 'took', 'sip', 'strong', 'taste', 'alcohol', 'tasted', 'like', 'bacardi', 'complained', 'via', 'app', 'told', 'taking', 'seriously', 'someone', 'would', 'touch', 'straight', 'away', 'last', 'night', 'seriously', 'use', 'site', 'use', 'mcdonald', 'brighouse']",negative
5,"['food', 'delivered', 'timely', 'manner', 'food', 'hot', 'driver', 'super', 'friendly', 'approachable']",positive
1,"['ubereats', 'stole', 'money', 'food', 'nearly', 'adult', 'child', 'driver', 'came', 'nearly', 'ran', 'u', 'riding', 'fast', 'past', 'u', 'motorbike', 'could', 'see', 'app', 'location', 'marked', 'correctly', 'sent', 'several', 'message', 'tell', 'return', 'went', 'past', 'long', 'story', 'short', 'suddenly', 'see', 'app', 'food', 'delivered', 'know', 'driver', 'called', 'jalil', 'contacted', 'ubereats', 'took', 'hour', 'respond', 'tell', 'gave', 'code', 'driver', 'mean', 'food', 'received', 'still', 'gobsmacked', 'calling', 'bank', 'try', 'retrieve', 'fund', 'asap', 'thieving', 'company', 'make', 'profit', 'year']",negative
1,"['pathetic', 'ripped', 'compensated', 'mccrispy', 'deluxe', 'meal', 'extra', 'cheeseburger', 'received', 'cheeseburger', 'fry', 'drink', 'total', 'cost', 'almost', 'called', 'refund', 'received']",negative
1,"['sent', 'email', 'saying', 'first', 'purchase', 'place', 'daughter', 'popeyes', 'never', 'use', 'app', 'clearly', 'look', 'profile', 'see', 'use', 'know', 'lady', 'take', 'first', 'call', 'twice', 'noted', 'instruction', 'correct', 'address', 'took', 'screenshots', 'lady', 'drove', 'right', 'house', 'turned', 'around', 'said', 'correct', 'address', 'contact', 'support', 'know', 'u', 'see', 'close', 'drive', 'u', 'directly', 'near', 'u', 'see', 'car', 'turn', 'around', 'u', 'baby', 'house', 'say', 'contact', 'support', 'contact', 'support', 'know', 'said', 'ca', 'deliver', 'previous', 'address', 'going', 'charge', 'anyway', 'also', 'took', 'screenshots', 'telling', 'ca', 'deliver', 'food', 'going', 'give', 'money', 'back', 'also', 'posting', 'social', 'medium', 'platform', 'major', 'fail', 'treat', 'customer', 'good', 'customer', 'service', 'need', 'learn', 'major', 'scam', 'definition', 'running', 'away', 'customer', 'instead', 'keeping', 'definition', 'con', 'u', 'large', 'discount', 'word', 'advice', 'believe', 'took', 'money', 'food', 'sent', 'email', 'saying', 'well', 'charge', 'anyway', 'outrageous', 'urber', 'take', 'food', 'kid', 'proof', 'discount', 'get', 'screenshot', 'picture', 'like', 'calculator', 'edited', 'wont', 'lie']",negative
5,"['great', 'driver', 'followed', 'direction', 'like', 'said']",positive
5,"['first', 'driver', 'pick', 'saw', 'shopping', 'center', 'food', 'supposed', 'picked', 'driver', 'took', 'able', 'deliver', 'food', 'food', 'still', 'hot', 'first', 'time', 'using', 'coupon', 'used', 'long', 'time', 'say', 'worth']",positive
5,"['like', 'ubereats', 'better', 'feel', 'like', 'try', 'give', 'better', 'deal', 'food', 'pin', 'verify', 'got', 'food', 'make', 'feel', 'better', 'knowing', 'run', 'food', 'say', 'delivered', 'highly', 'recommend', 'using', 'customer', 'service', 'better', 'well']",positive
5,"['say', 'ubereats', 'consistent', 'messaging', 'get', 'try', 'service', 'become', 'member', 'always', 'impressed', 'ride', 'service', 'honestly', 'expecting', 'delivery', 'service', 'would', 'meet', 'level', 'wrong', 'beginning', 'ordering', 'transaction', 'delivery', 'hand', 'communication', 'clear', 'concise', 'tailored', 'definitely', 'use', 'service']",positive
5,"['delivery', 'time', 'slight', 'hiccup', 'corrected', 'right', 'away', 'called', 'customer', 'service']",positive
5,"['love', 'app', 'easy', 'manage']",positive
1,"['use', 'mcdonald', 'directly', 'pas', 'sometimes', 'like', 'yesterday', 'mcdonald', 'colleague', 'colleague', 'put', 'postcode', 'wrong', 'address', 'saved', 'side', 'changed', 'upon', 'calling', 'change', 'one', 'letter', 'post', 'code', 'scribed', 'incorrect', 'delivery', 'driver', 'named', 'take', 'address', 'exist', 'said', 'going', 'deliver', 'food', 'start', 'problem', 'pound', 'total', 'sent', 'refund', 'seven', 'pound', 'arguing', 'much', 'think', 'refund']",negative
5,"['food', 'fresh', 'hot', 'saving', 'amazing', 'love', 'never', 'complaint']",positive
5,"['starbucks', 'great', 'latte', 'perfect', 'bakery', 'item', 'good']",positive
1,"['terrible', 'service', 'tried', 'give', 'benefit', 'doubt', 'time', 'food', 'kfc', 'time', 'poorly', 'packaged', 'food', 'missing', 'item', 'hardly', 'food', 'pay', 'service', 'get', 'half', 'meal', 'small', 'portion']",negative
1,"['used', 'prompt', 'discount', 'missed', 'adding', 'checkout', 'unable', 'use', 'placed', 'even', 'though', 'code', 'used', 'wo', 'using', 'service']",negative
5,"['flew', 'town', 'evening', 'layover', 'flight', 'made', 'easy', 'relax', 'unwind', 'good', 'dinner', 'delivered', 'dinner', 'time']",positive
1,"['delivery', 'time', 'time', 'arrived', 'cold', 'soggy', 'inedible', 'according', 'completely', 'acceptable', 'requested', 'explain', 'decision', 'making', 'process', 'refused', 'polite', 'first', 'issue', 'experienced', 'using', 'ubereats', 'food', 'strongly', 'advise', 'others']",negative
1,"['take', 'forever', 'delivery', 'driver', 'pick', 'eventually', 'someone', 'allocated', 'sitting', 'nearby', 'restaurant', 'picking', 'could', 'see', 'app', 'map', 'sitting', 'called', 'restaurant', 'said', 'sitting', 'side', 'waiting', 'collected', 'minute', 'called', 'driver', 'answer', 'called', 'driver', 'second', 'time', 'answered', 'said', 'waiting', 'made', 'restaurant', 'called', 'b', 'said', 'already', 'called', 'restaurant', 'delivery', 'around', 'hour', 'minute', 'cold', 'food']",negative
5,"['superb', 'quick', 'efficient', 'useful', 'service']",positive
1,"['came', 'freezing', 'soggy', 'driver', 'could', 'get', 'away', 'quick', 'enough', 'wonder', 'tried', 'ringing', 'get', 'hold', 'phone', 'useless', 'app', 'gave', 'partial', 'refund', 'food', 'paid', 'discount', 'refunded', 'poor', 'service']",negative
1,"['got', 'rotten', 'fish', 'refund', 'request', 'declined', 'upon', 'sending', 'picture', 'disappointment']",negative
2,"['food', 'absolutely', 'delicious', 'issue', 'issue', 'app', 'told', 'delivery', 'person', 'coming', 'via', 'bicycle', 'getting', 'dark', 'concerned', 'said', 'driver', 'thought', 'may', 'accident', 'surprised', 'driver', 'pulled', 'suv', 'also', 'gave', 'delivery', 'person', 'cash', 'tip', 'also', 'charged', 'tip', 'via', 'credit', 'card']",negative
1,"['basically', 'driver', 'stole', 'worth', 'food', 'pokemon', 'card', 'mcdonalnd', 'happy', 'alleged', 'called', 'twice', 'never', 'happened', 'missed', 'called', 'alleged', 'waited', 'door', 'long', 'time', 'took', 'photo', 'outside', 'looking', 'car', 'cctv', 'around', 'called', 'driver', 'went', 'sheepish', 'hung', 'quick', 'called', 'back', 'blocked', 'find', 'told', 'problem', 'take', 'mcdonald', 'complained', 'mcdonald', 'say', 'issue', 'corrupt', 'ruined', 'son', 'birthday', 'party', 'go', 'buy', 'food']",negative
1,"['missing', 'item', 'worth', 'pound', 'refunded', 'pound', 'contact', 'customer', 'service', 'regarding', 'issue', 'payment']",negative
5,"['hot', 'food', 'great', 'driver']",positive
5,"['food', 'hot', 'fresh', 'would', 'definitely']",positive
1,"['food', 'delivered', 'late', 'part', 'missing', 'part', 'arrive', 'assembled', 'correctly', 'special', 'instruction', 'followed', 'daughter', 'complained', 'tummy', 'ache', 'indicating', 'maybe', 'meat', 'cooked', 'correctly', 'raised', 'said', 'investigate', 'shared', 'nothing', 'back', 'poor', 'communication', 'using']",negative
1,"['careful', 'driver', 'find', 'address', 'get', 'food', 'money', 'back', 'driver', 'waiting', 'different', 'place']",negative
1,"['placed', 'went', 'use', 'promo', 'time', 'user', 'would', 'accept', 'disappointed']",negative
4,"['easy', 'reach', 'favourite', 'food', 'item', 'found', 'le', 'deliverable', 'option', 'tukey', 'country', 'food', 'restaurant', 'overall', 'experience', 'good']",positive
5,"['devonport', 'going', 'south', 'spreyton', 'best', 'taken', 'year', 'finally']",positive
4,"['ca', 'drive', 'currently', 'cooking', 'chore', 'condition', 'come', 'rescue', 'time', 'impressed', 'fast', 'reliable', 'although', 'expensive', 'wish', 'variety', 'area']",positive
5,['driver'],positive
5,"['best', 'aap', 'ever', 'hardworking', 'delivery', 'driver', 'time', 'food', 'amazing', 'testily', 'fresh', 'important', 'got', 'discount', 'food', 'send', 'code', 'really', 'appreciate', 'highly', 'recommend', 'aap', 'thanks']",positive
5,"['service', 'good', 'food', 'still', 'hot', 'got', 'going', 'use', 'really', 'love']",positive
5,"['nice', 'saturday', 'start', 'food', 'time', 'hot', 'tasty', 'driver', 'kind', 'lovely', 'morning', 'smile', 'nice', 'treat']",positive
5,"['food', 'delivered', 'care', 'driver', 'polite']",positive
1,"['tip', 'get', 'horrible', 'delivery', 'driver', 'specifically', 'said', 'bike', 'ended', 'pulling', 'car', 'took', 'forever', 'tell', 'door', 'front', 'door', 'plain', 'day', 'sight', 'trying', 'figure', 'door', 'could', 'went', 'hung', 'worse', 'experience', 'ever', 'never']",negative
5,"['excellent', 'ronald', 'eat', 'driver', 'time', 'great', 'costumer', 'service', 'good', 'care', 'food']",positive
5,"['work', 'home', 'fresh', 'tasty', 'food', 'convenient', 'pretty', 'amazing']",positive
5,"['delivery', 'person', 'kind', 'food', 'delivered', 'hot', 'delicious']",positive
1,"['get', 'delivered', 'expected', 'time', 'latest', 'time', 'problem', 'trying', 'entertain', 'year', 'old', 'waiting', 'expected', 'delivery', 'time', 'constant', 'minute', 'kept', 'moving', 'back']",negative
5,"['easy', 'food', 'cane', 'quicky', 'even', 'late', 'night']",positive
1,"['disgusting', 'customer', 'service', 'grocery', 'shop', 'due', 'able', 'get', 'illness', 'driver', 'delivered', 'said', 'another', 'driver', 'bring', 'rest', 'receive', 'rest', 'shopping', 'wo', 'give', 'refund', 'disgusting', 'company', 'never', 'use']",negative
1,"['lunch', 'app', 'food', 'never', 'delivered', 'tried', 'contacting', 'company', 'day', 'later', 'refused', 'refund', 'money', 'saying', 'late', 'stealing', 'customer', 'pure', 'simple']",negative
2,"['driver', 'great', 'food', 'ice', 'cold', 'refund']",negative
1,"['refusing', 'refund', 'delivery', 'driver', 'driving', 'around', 'age', 'causing', 'hour', 'mcdonald', 'road', 'also', 'missed', 'item', 'freezing', 'cold', 'bin', 'lot', 'repeatedly', 'told', 'still', 'refused', 'refund']",negative
5,"['easy', 'ordering', 'delivery', 'time', 'food', 'hot', 'food', 'outstanding']",positive
5,"['super', 'service', 'thank', 'quality', 'delivery']",positive
1,"['got', 'scammed', 'get']",negative
1,"['stolen', 'money', 'cancelled', 'restaurant', 'august', 'still', 'refund', 'support', 'chat', 'want', 'help', 'problem']",negative
1,"['absolutely', 'rubbish', 'service', 'meal', 'waiting', 'arrive', 'saw', 'meal', 'gone', 'past', 'house', 'delivered', 'straight', 'someone', 'adress', 'supposed', 'delivered', 'clearly', 'stated', 'macdonald', 'app', 'yet', 'displayed', 'totally', 'different', 'adress', 'similarly', 'identically', 'named', 'road', 'specify', 'adress', 'exist', 'deliver', 'meal', 'phoned', 'number', 'given', 'u', 'face', 'problem', 'met', 'rude', 'stated', 'problem', 'simply', 'uncooperative', 'inconsiderate', 'rather', 'agreeing', 'diffuse', 'replied', 'care', 'problem', 'saying', 'allowed', 'drive', 'different', 'adress', 'despite', 'fact', 'driver', 'happily', 'oblige', 'help', 'driver', 'name', 'daphne', 'take', 'consideration', 'future']",negative
1,"['basically', 'stole', 'money', 'never', 'showed', 'checked', 'app', 'said', 'delivered', 'nothing', 'actually', 'shown', 'message', 'phone', 'call', 'knock', 'door', 'asked', 'support', 'refund', 'said', 'delivery', 'driver', 'apparently', 'tried', 'contact', 'failed', 'unable', 'get', 'refund', 'standard', 'copy', 'paste', 'reply', 'support', 'ignoring', 'wo', 'using', 'service', 'ever']",negative
1,"['two', 'drink', 'two', 'chicken', 'gyro', 'halloumi', 'fry', 'chicken', 'nugget', 'takatakas', 'given', 'completely', 'different', 'pork', 'gyro', 'mozzarella', 'stick', 'called', 'driver', 'say', 'got', 'wrong', 'said', 'couldnt', 'anything', 'emailed', 'refused', 'send', 'new', 'give', 'refund', 'called', 'takatakas', 'said', 'would', 'give', 'u', 'meal', 'drive', 'minute', 'walk', 'robbed', 'pound', 'left', 'hungry']",negative
1,"['food', 'delivered', 'wrong', 'address', 'said', 'refund', 'delivered', 'recommend']",negative
5,"['great', 'prompt', 'service']",positive
2,"['delivery', 'time', 'stated', 'took', 'almost', 'hour', 'driver', 'said', 'ran', 'fuel', 'finally', 'got', 'food', 'stone', 'cold']",negative
5,"['arrived', 'minute', 'earlier', 'thought']",positive
1,"['time', 'like', 'last', 'time', 'time', 'time', 'decide', 'deliver', 'people', 'food', 'mine', 'paying', 'delivery', 'fee', 'seriously', 'refunded', 'good', 'gesture', 'last', 'time', 'charged', 'cancelled', 'driving', 'around', 'mile', 'opersite', 'direction', 'restaurant', 'mile', 'time', 'time', 'u', 'get', 'cold', 'food', 'disgusting', 'please', 'use', 'eat', 'deliveroo', 'menu', 'price', 'dearer', 'service', 'absolutely', 'suck']",negative
1,"['homeless', 'idots', 'give', 'back', 'money', 'stole', 'including', 'forced', 'stuff', 'mishki', 'dolni', 'contact', 'call', 'dog', 'died', 'want', 'stop', 'withdrawing', 'money', 'bank', 'card', 'thief', 'worthless', 'hope', 'would', 'happy', 'withdraw', 'even', 'penny', 'account', 'goodbye', 'bastads']",negative
5,"['company', 'v', 'deliveroo', 'actually', 'pick', 'delivers', 'house', 'insane', 'concept', 'know', 'looking', 'service', 'basic', 'would', 'recommend', 'waited', 'hour', 'deliveroo', 'driver', 'never', 'pick', 'agent', 'close', 'chat', 'eventually', 'refunded', 'point', 'starving', 'immediately', 'took', 'driver', 'pick', 'within', 'minute', 'ordering', 'like', 'avoid', 'deliveroo', 'use']",positive
5,"['first', 'time', 'using', 'unfortunately', 'bakery', 'delayed', 'preparing', 'driver', 'patiently', 'waited', 'great', 'know', 'password', 'presented', 'food', 'turned', 'driver', 'patiently', 'waited', 'till', 'able', 'retrieve', 'sorry', 'many', 'thanks']",positive
3,"['ubereats', 'first', 'went', 'flawlessly', 'delivered', 'issue', 'delayed', 'could', 'find', 'driver', 'like', 'offer', 'discount', 'try']",neutral
1,"['shocking', 'customer', 'service', 'takeaway', 'even', 'delivered', 'takeaway', 'food', 'arrived', 'late', 'stone', 'cold', 'complained', 'refunded', 'insult', 'justify', 'oh', 'ca', 'shocking', 'customer', 'service', 'eat', 'deliveroo', 'thanks', 'nothing', 'ubereats']",negative
1,"['meal', 'app', 'got', 'charged', 'never', 'came', 'way', 'contact', 'try', 'get', 'money', 'back', 'treat', 'customer', 'like', 'trash', 'please', 'stear', 'clear', 'app']",negative
1,"['hour', 'cold', 'food', 'missing', 'use', 'ever']",negative
1,"['wanted', 'leave', 'bad', 'review', 'received', 'restaurant', 'given', 'reason', 'option', 'claim', 'refund', 'automated', 'reply', 'refund', 'make', 'even', 'worse', 'also', 'way', 'contact', 'someone', 'automated', 'service', 'ca', 'really', 'trust', 'company', 'stop', 'account']",negative
2,"['received', 'tgi', 'friday', 'chicken', 'finger', 'edible', 'rib', 'also', 'dry', 'hard', 'chew', 'obviously', 'cooked', 'probably', 'however', 'download', 'picture', 'phone', 'number', 'contact', 'ubereats', 'literally', 'meal', 'ca', 'eat', 'pay', 'cancelled', 'account', 'since', 'first', 'time', 'happened', 'picky', 'either']",negative
1,"['could', 'zero', 'star', 'would', 'chat', 'bot', 'cancel', 'take', 'money', 'took', 'four', 'day', 'stress', 'restaurant', 'side', 'give', 'back', 'unbelievably', 'bad', 'treatment', 'never', 'ever', 'use', 'ever']",negative
5,"['courteous', 'driver', 'delivered', 'hot', 'time', 'service', 'cover', 'favourite', 'chinese', 'restaurant', 'excellent', 'experience']",positive
