review,name,state,stars,date,source
"I drove for Uber Eats over the last 6 months. I had a 97% approval rating and had completed over 800 deliveries. I was permanently deleted today from driving due to “fraudulent activity.” I was told by their customer service to disregard these messages due to my excellent approval rating, and now I can no longer drive for them. No specific explanation besides I took too long between restaurant and delivery. Really?! Sometimes I even drove faster than I should to ensure a hot meal. Their customer service department is all outsourced out of the USA. This company is awful!!! Don’t work for them. No way to talk to anyone that understands and speaks English fluently.",Andrea,"Surprise, AZ",1,"February 5, 2021",Consumer Affairs
"Uber Eats Pass app has an offer to use a first month trial for free so I went ahead and downloaded it and I was charged automatically. I send emails for 3 days already back and forth with reps asking to be reimbursed and sending a screenshot of their offer, it results they give me the money as an uber cash reimbursement which I could not use in an order for Uber Eats yesterday. Today I realized the cash reimbursement was not appearing in the app anymore, and now my bank account has 3 charges: 1 for the uber pass for a month, 1 for the meal I ordered (which is the only one that should appear), and another 3rd one for the difference of the meal minus the uber pass. Today I wrote to them for the fifth time since they are advertising false offers and finally I am reporting this to Consumer Affairs.",Dunaida,"Englewood, NJ",1,"January 29, 2021",Consumer Affairs
"Used UberEats to order food for pickup around 1:45 PM on Tuesday December 29. Original pickup time was 2:05. I watched the tracker continue with the ""preparing food"" status until 2:13. I called the restaurant to see if there was an issue and they told me they had not received any UberEats order, and suggested I try it again. I canceled the order and requested a refund because the restaurant said they did not receive that order. I contacted support and provided all of these details. It has now been almost 1 week since I reached out to support and I have gotten 3 canned responses ignoring my issue and refusing to refund because the order status was ""preparing"". I am looking into doing a chargeback with my bank and I will not be using UberEats again.",Claire,"Saint Petersburg, FL",1,"January 4, 2021",Consumer Affairs
"An ""Uber Eats"" driver (ID: **/License Plate: Quebec **) refused to leave his car to deliver my order on Christmas Eve. I finally crossed the street, but he still refused to give me my order. (We now think I was baited by him because at the time of the incident, he bragged about how I was being taped by him.) He became very confrontational, threatening, harassing and provoking towards me, I think because I yelled at him from across the street to bring me my order. I was frightened & very confused why he was acting in this manner. He was a minority individual and untruthfully accused me of discrimination, prejudice and judgmental of his colour and Muslim faith. After I stood in the dark and freezing rain after lengthy hostile discussion outside of his car (1/2 hour), he finally handed over my order. I reported him to Uber because as an elderly woman, I felt VERY UNSAFE in this situation which is why I reported him to the Quebec police too.",Catherine,"Québec, QC",1,"December 27, 2020",Consumer Affairs
"I used their free $25.00 in food promotion. Since I already had extensive past experience with CarGo without ever a problem, I thought I’d give UberEats a try. Their fees are outrageous, the food up charge at Arby’s is ridiculously high. The actual timing of my Friday night delivery was fine. The driver did take my picture holding my food without my consent to show proof of delivery. I’m 50 years old and never before in my entire life has ANYONE done this. I’m assuming it’s because UberEats is profiling/discriminating whenever delivering to a not so affluent area of town. More",Mark,"Poplar Bluff, MO",1,"December 26, 2020",Consumer Affairs
"Uber Eats was running a promotion, so I thought I’d give it a shot. Bottom line is that the food was never delivered. I saw the driver go by my house, turn in a neighbor's driveway, and then leave the street. He never called me, and when I tried to call him, the message back said “system error”. I have a very easy address to find, and receive 3 or 4 packages a week from Fedex and Amazon, and they never have a problem finding the address. Getting a refund was difficult. I would suggest you never use this company.",Gerald,"Southborough, MA",1,"December 16, 2020",Consumer Affairs
"I ordered from Liquor Depot today & gave the driver my ID to take a picture & verify I was of age. The driver's app was not working & I stood on my porch with her for 45 minutes while she tried to contact her superiors on what she should do since the app simply was not working to complete the process. She was eventually told to take the order back to the store since she was unable to upload a picture of my ID to the app. I then got a $15 charge to my card for the order being cancelled by the delivery driver!!! All emails that are listed for Uber Eats go nowhere, nobody answers phone calls, there is simply no way to dispute this charge other than filing a fraud charge with my bank!!! I will never use them again.",Kelly,"Irving, TX",1,"December 12, 2020",Consumer Affairs
"We ordered food and had an estimate of 38-50 minute delivery time. Food arrived an hour and a half late!!! Food arrived wet and ice cold so we could not even eat it due to possibility of getting sick!!!! Also, signed up for free delivery (eats pass) and they still charged me all the fees!!! Disgusting service and health hazard to eat cold saturated food that was so wet the bag was even soaked!!",Kelly,"Clermont, FL",1,"December 7, 2020",Consumer Affairs
"They will send you an offer for a delivery with an amount of money to perform that delivery. When you accept complete the delivery Uber won’t pay the entire amount you agreed upon to perform the delivery. Example: you agree to perform a delivery for $15. When you complete the delivery they only pay you $4 and tell you, ""Oh well the customer changed their mind and did not give you the tip,"" there is nothing they can do. So deceiving!",A,"Hillside, NJ",1,"November 29, 2020",Consumer Affairs
"I received an email from Uber EATS on November 12th of 2020 and I gave me a promo code for $30 off if I spend $1 or more. So I was waiting to use that since at the bottom of the email it said it was good for 14 days from the receipt of the promo code. Which would be the 12th. So I told my boyfriend that we have until the day before Thanksgiving to order something from Uber eats pretty much free and we just pay the fees. He was on board with that. Yesterday I received an email reminding me of the promo code and that how it's expiring soon and at the bottom of that email it also says the 14 days from the receipt of promo code, which would be the 12th, so I said, ""Okay let's use it tomorrow for lunch"" and he agreed. So we wake up this morning and we're doing our morning routine and we want to order our lunch so we could pick it up around our normal lunch time. More",Thelma,"Palm Bay, FL",1,"November 21, 2020",Consumer Affairs
"I received a $25.00 coupon code via email. I’ve never used Uber Eats and was excited about it. I noticed that there are a lot of fees as I kept looking at the app and restaurants. I planned to use the coupon for dinner when my family would be home. So we can all enjoy a take out meal. Well, I put the code in the app, and my receipt showed the full amount. The code coupon didn’t go through. I called the restaurant, they said call UberEats. I called UberEats and they said they don’t handle coupon codes and that I have to go through the app. What a nightmare. More",Tarsha,"Fort Lauderdale, FL",1,"November 3, 2020",Consumer Affairs
"My experience is similar to others who reviewed them. I also kept receiving emails about a $30 credit for first time use. So I decided to try. The discount never came up and then I emailed them and they said it wasn't valid. Really? Well I ordered anyway (the fees are really high) but we didn't have time to cook. I received multiple texts confirming the delivery date and time. When it was 15 minutes after the delivery was supposed to arrive, I called the restaurant and they said the order was still sitting there. The restaurant said that they don't call Uber Eats when that happens but the customer had to. There is no phone number!!! More",Jill,"Bethesda, MD",1,"November 1, 2020",Consumer Affairs
"They emailed me a promo code for $30 off a first order. After trying multiple times with it not working, I eventually figured out (after an exhaustive search) how to message them through Twitter. After a back & forth of several messages they claimed that the code couldn’t be used because of fraud. They gave zero explanation. When I further questioned it, they claimed that I had a second account and that multiple accounts violated their terms of service. This was literally the one and only time I have ever created an account with them. When I questioned it more, they wouldn’t give me any answers. I asked them to show me proof of the other account and they didn’t acknowledge that. The following is my last message to them as of the time of this review. I’m still waiting... More",Sandra,"Clover, SC",1,"October 27, 2020",Consumer Affairs
I placed an order on 10/10 that totaled $42.36 however my Paypal account was charged 73.92 which I can confirm cleared my bank. Then my order was cancelled and I have yet to be refunded. Uber Eats says I wasn't charged but I accounts say otherwise.,Angela,"Chester, VA",1,"October 21, 2020",Consumer Affairs
